Experiment,width of patch,width of substrate,length of substrate,width of slot,Length of slot,Length of patch,Simulation tool used,Dielectric constant,Thickness of substrate,Resultant Frequency (GHz),Return Loss (S11) dB,gain (dBi),Substrate Material,,,,,,,,,
527,44.58563072,49.62860407,47.74170291,0.492788316,7.359399677,35.89,HFSS,3.6,1.5,2.201233,-26.64508859,0.350688283,Nylon fabric,,,,,,,,,
528,32.06620953,63.49008975,44.91478572,0.71546846,8.281826119,35.89,HFSS,3.6,1.5,2.201233,-21.70345083,-1.080784604,Nylon fabric,,,,,,,,,
529,27.93911055,46.34329744,36.11655474,0.060511088,5.015837832,35.26,HFSS,3.6,0.175,2.240563,-15.14064862,-1.6022236,Nylon fabric,,,,,,,,,
530,27.36050047,71.74425251,37.51089124,0.359058833,3.095837383,35.26,HFSS,3.6,0.175,2.240563,-23.00466317,-1.69310899,Nylon fabric,,,,,,,,,
531,36.8129262,52.65865655,54.74924377,0.786031184,9.030436981,40.47,HFSS,3.6,1.58,1.952119,-20.98422909,-1.002854923,Nylon fabric,,,,,,,,,
532,42.60772307,65.52132863,54.30754471,0.25409145,8.904202258,35.89,HFSS,3.6,1.5,2.201233,-23.29094586,0.1536224,Nylon fabric,,,,,,,,,
533,45.75660062,22.27930434,53.53228855,0.354026346,4.425335328,35.26,HFSS,3.6,0.175,2.240563,-26.73851651,0.540188161,Nylon fabric,,,,,,,,,
534,22.2162031,44.01808636,35.00870167,0.080378186,5.173688837,35.26,HFSS,3.6,0.175,2.240563,-17.75559714,-2.59765099,Nylon fabric,,,,,,,,,
535,43.17554252,63.55775666,53.18489071,0.246483657,8.5499912,35.89,HFSS,3.6,1.5,2.201233,-11.44489207,0.21111717,Nylon fabric,,,,,,,,,
536,43.25109724,45.73304844,39.64240369,0.617165324,6.733827473,35.89,HFSS,3.6,1.5,2.201233,-21.95427924,0.218710432,Nylon fabric,,,,,,,,,
537,45.83730546,44.48857606,44.75564694,0.737365092,5.703357606,35.89,HFSS,3.6,1.5,2.201233,-27.49503303,0.470929934,Nylon fabric,,,,,,,,,
538,24.98617373,26.12217919,34.90444338,0.506950891,5.958883103,31,HFSS,3.6,0.175,2.54846,-14.0111734,-1.528145666,Nylon fabric,,,,,,,,,
539,34.0020177,56.06980651,52.52011096,0.733563966,6.615741587,35.89,HFSS,3.6,1.5,2.201233,-20.46648232,-0.826213972,Nylon fabric,,,,,,,,,
540,18.81282739,48.98555909,50.09597887,0.479907065,2.955229092,35.26,HFSS,3.6,0.175,2.240563,-20.08199475,-3.319808653,Nylon fabric,,,,,,,,,
541,33.9653141,52.46502397,53.68015909,0.237797107,5.697864842,35.89,HFSS,3.6,1.5,2.201233,-19.26038639,-0.830904512,Nylon fabric,,,,,,,,,
542,38.68090194,26.63623465,43.43335507,0.607881994,4.968591046,31,HFSS,3.6,0.175,2.54846,-22.39226556,0.369822702,Nylon fabric,,,,,,,,,
543,53.85466007,56.23940522,49.08822677,0.35470379,1.567328405,35.26,HFSS,3.6,0.175,2.240563,-26.71382575,1.24788353,Nylon fabric,,,,,,,,,
544,22.37295446,40.8611192,38.42152275,0.483233682,8.054505197,35.89,HFSS,3.6,1.5,2.201233,-25.91222501,-2.644027478,Nylon fabric,,,,,,,,,
545,37.13093064,42.44328798,36.48140634,0.091215208,4.143237232,35.26,HFSS,3.6,0.175,2.240563,-27.41585236,-0.366991016,Nylon fabric,,,,,,,,,
546,30.57032976,33.33554612,39.05275312,0.250845191,4.639506313,31,HFSS,3.6,0.175,2.54846,-7.44476379,-0.652141985,Nylon fabric,,,,,,,,,
547,45.24778641,24.56017246,54.70556804,0.368141369,4.562237081,35.26,HFSS,3.6,0.175,2.240563,-12.12902174,0.491624016,Nylon fabric,,,,,,,,,
548,24.42566427,58.16417614,53.89807705,1.195155771,9.938962121,40.47,HFSS,3.6,1.58,1.952119,-29.76300378,-2.78439449,Nylon fabric,,,,,,,,,
549,40.34809348,52.27069885,39.20716531,1.093517622,6.442214937,40.47,HFSS,3.6,1.58,1.952119,-10.48845988,-0.604628142,Nylon fabric,,,,,,,,,
550,40.92343313,47.65071726,44.50766091,0.248199004,8.203684605,35.89,HFSS,3.6,1.5,2.201233,-14.49073586,-0.021540262,Nylon fabric,,,,,,,,,
551,20.67726655,53.58822679,44.484417,0.778381996,6.246995599,31,HFSS,3.6,0.175,2.54846,-15.41455466,-2.350211957,Nylon fabric,,,,,,,,,
552,42.651009,44.24576341,36.60926488,0.079863368,4.065058134,35.26,HFSS,3.6,0.175,2.240563,-11.29392418,0.234943737,Nylon fabric,,,,,,,,,
553,43.35569616,44.73324197,49.37830284,0.606921093,6.963512627,35.89,HFSS,3.6,1.5,2.201233,-13.83192842,0.229200776,Nylon fabric,,,,,,,,,
554,22.10372989,59.46463992,51.22757035,0.760217146,7.023617516,35.89,HFSS,3.6,1.5,2.201233,-16.157382,-2.696605216,Nylon fabric,,,,,,,,,
555,28.61732457,31.73809047,38.24267456,0.260679674,4.844175503,31,HFSS,3.6,0.175,2.54846,-20.20884946,-0.938852928,Nylon fabric,,,,,,,,,
556,28.37681963,55.25293683,34.75352188,0.510077893,8.644295136,35.89,HFSS,3.6,1.5,2.201233,-15.11355364,-1.611623666,Nylon fabric,,,,,,,,,
557,36.78496635,58.2199557,40.62800802,0.51364238,4.360264607,35.26,HFSS,3.6,0.175,2.240563,-29.1354883,-0.40764573,Nylon fabric,,,,,,,,,
558,43.12227166,62.04781556,45.29496917,0.653557865,8.380182218,40.47,HFSS,3.6,1.58,1.952119,-20.86600006,-0.315842013,Nylon fabric,,,,,,,,,
559,35.85223558,46.60555814,50.19132359,0.772969767,7.295418496,35.89,HFSS,3.6,1.5,2.201233,-13.6617108,-0.59609845,Nylon fabric,,,,,,,,,
560,23.28911734,44.43025523,44.81404425,0.365532584,9.126565743,35.89,HFSS,3.6,1.5,2.201233,-14.27965541,-2.469730573,Nylon fabric,,,,,,,,,
561,18.62610795,34.73285005,43.43739687,0.369268025,2.166978228,35.26,HFSS,3.6,0.175,2.240563,-26.00651506,-3.363128205,Nylon fabric,,,,,,,,,
562,48.47269485,68.11128692,47.85015966,0.243531389,3.798822898,35.26,HFSS,3.6,0.175,2.240563,-23.30827918,0.790622291,Nylon fabric,,,,,,,,,
563,26.16842427,44.49160548,35.83186205,0.078450134,5.797789425,35.26,HFSS,3.6,0.175,2.240563,-24.51775813,-1.886573635,Nylon fabric,,,,,,,,,
564,17.87475954,47.40971498,50.38969975,0.514471686,3.004627958,35.26,HFSS,3.6,0.175,2.240563,-8.692400604,-3.54194728,Nylon fabric,,,,,,,,,
565,28.84593869,46.1148111,44.32075674,0.905414717,8.436323422,40.47,HFSS,3.6,1.58,1.952119,-11.19825576,-2.062011564,Nylon fabric,,,,,,,,,
566,35.12335814,53.57291832,36.60467191,0.376174859,6.759060114,35.89,HFSS,3.6,1.5,2.201233,-28.80624793,-0.685300544,Nylon fabric,,,,,,,,,
567,29.1325554,44.4993377,51.72143041,0.732347245,7.214820767,35.89,HFSS,3.6,1.5,2.201233,-21.44754582,-1.497475054,Nylon fabric,,,,,,,,,
568,40.89181446,56.94745443,44.05478295,0.59241819,6.202027803,35.89,HFSS,3.6,1.5,2.201233,-28.93835374,-0.024897048,Nylon fabric,,,,,,,,,
569,26.57445177,22.56354721,42.32405075,0.499162594,3.941520676,35.26,HFSS,3.6,0.175,2.240563,-28.68408783,-1.819706223,Nylon fabric,,,,,,,,,
570,21.13334349,45.24284348,36.6790103,0.125542006,7.699755681,35.26,HFSS,3.6,0.175,2.240563,-5.600424423,-2.814667242,Nylon fabric,,,,,,,,,
571,44.97224841,44.79685785,48.45236239,0.631618918,6.716922963,35.89,HFSS,3.6,1.5,2.201233,-12.91259173,0.388185144,Nylon fabric,,,,,,,,,
572,22.54371477,50.95248514,47.05632972,0.245510968,6.074718139,35.89,HFSS,3.6,1.5,2.201233,-16.01500838,-2.611006054,Nylon fabric,,,,,,,,,
573,32.89006099,53.75509295,37.11515612,0.386648675,6.486463846,35.89,HFSS,3.6,1.5,2.201233,-8.301868845,-0.970614076,Nylon fabric,,,,,,,,,
574,28.99942201,48.02185157,44.78008291,0.917512533,8.478812442,40.47,HFSS,3.6,1.58,1.952119,-22.94473675,-2.038964904,Nylon fabric,,,,,,,,,
575,24.6719166,49.1527637,43.26489651,0.627663643,4.841175743,40.47,HFSS,3.6,1.58,1.952119,-19.84902044,-2.740829442,Nylon fabric,,,,,,,,,
576,30.92491862,62.29611018,42.48092184,0.769500043,7.384105566,40.47,HFSS,3.6,1.58,1.952119,-27.33500084,-1.759772671,Nylon fabric,,,,,,,,,
577,43.79409842,57.47167663,43.55878324,1.22957882,7.173981375,40.47,HFSS,3.6,1.58,1.952119,-10.84764339,-0.248702424,Nylon fabric,,,,,,,,,
578,35.51726425,48.84384086,61.06734859,0.376249144,3.965601146,35.26,HFSS,3.6,0.175,2.240563,-10.4114315,-0.559954296,Nylon fabric,,,,,,,,,
579,32.71472669,40.00699225,51.48849694,0.647855146,8.629190506,35.89,HFSS,3.6,1.5,2.201233,-26.00359336,-0.9938279,Nylon fabric,,,,,,,,,
580,29.30678055,22.81305829,46.00477965,0.4870543,3.69966839,35.26,HFSS,3.6,0.175,2.240563,-11.16134971,-1.394668237,Nylon fabric,,,,,,,,,
581,37.98207262,32.8014411,30.31162499,0.744545925,5.958386853,31,HFSS,3.6,0.175,2.54846,-10.84328347,0.290643379,Nylon fabric,,,,,,,,,
582,22.14467181,43.64391455,36.31506131,0.062019002,4.185730178,35.26,HFSS,3.6,0.175,2.240563,-7.98590267,-2.611656877,Nylon fabric,,,,,,,,,
583,24.71921651,60.12908335,52.83541503,1.191804783,10.24132698,40.47,HFSS,3.6,1.58,1.952119,-20.24890821,-2.732511311,Nylon fabric,,,,,,,,,
584,32.50457186,62.73799201,45.94882772,0.608709367,7.674291207,35.89,HFSS,3.6,1.5,2.201233,-20.91593142,-1.021816364,Nylon fabric,,,,,,,,,
585,34.86939919,50.39516586,36.43971091,0.353479304,7.002717354,35.89,HFSS,3.6,1.5,2.201233,-18.5375272,-0.71681622,Nylon fabric,,,,,,,,,
586,47.67403073,54.00043142,44.65937843,0.60074611,9.846233809,40.47,HFSS,3.6,1.58,1.952119,-7.146046246,0.119960396,Nylon fabric,,,,,,,,,
587,33.85075026,45.05752388,35.1698924,0.092894727,7.779227618,35.26,HFSS,3.6,0.175,2.240563,-8.926790813,-0.768666373,Nylon fabric,,,,,,,,,
588,44.83815412,42.39986548,38.8171502,0.108997902,6.274804116,35.26,HFSS,3.6,0.175,2.240563,-9.75702892,0.452127894,Nylon fabric,,,,,,,,,
589,22.01984181,43.27066499,37.60332926,0.105512162,7.078159821,35.26,HFSS,3.6,0.175,2.240563,-16.08926775,-2.636207413,Nylon fabric,,,,,,,,,
590,38.3337252,46.4530333,37.07536345,0.11540018,5.117308529,35.26,HFSS,3.6,0.175,2.240563,-7.929577688,-0.228539108,Nylon fabric,,,,,,,,,
591,25.91845246,43.56159971,36.20250802,0.130735735,3.962347314,35.26,HFSS,3.6,0.175,2.240563,-22.57173867,-1.928258689,Nylon fabric,,,,,,,,,
592,38.0451289,42.93472831,34.39774509,0.124532141,6.167087775,35.26,HFSS,3.6,0.175,2.240563,-7.992083363,-0.261358762,Nylon fabric,,,,,,,,,
593,44.55450327,46.69001158,38.39746908,0.644716735,2.376424576,35.26,HFSS,3.6,0.175,2.240563,-22.39913284,0.424566701,Nylon fabric,,,,,,,,,
594,40.30227369,50.90697303,51.97085601,0.94371372,4.890982571,40.47,HFSS,3.6,1.58,1.952119,-15.6122154,-0.609562845,Nylon fabric,,,,,,,,,
595,18.22813932,44.67902114,47.61510558,0.482266642,2.997353398,35.26,HFSS,3.6,0.175,2.240563,-21.30500849,-3.456925967,Nylon fabric,,,,,,,,,
596,30.95415741,44.13859192,37.52332413,0.128132322,4.903629014,35.26,HFSS,3.6,0.175,2.240563,-25.98048655,-1.157159493,Nylon fabric,,,,,,,,,
597,37.74120366,56.97885894,41.31996561,0.91863936,9.516357994,40.47,HFSS,3.6,1.58,1.952119,-11.75182526,-0.894700857,Nylon fabric,,,,,,,,,
598,27.25640537,43.66147329,34.73124371,0.109459812,7.710731237,35.26,HFSS,3.6,0.175,2.240563,-19.81601356,-1.709663564,Nylon fabric,,,,,,,,,
599,28.40264686,68.68222319,38.30824084,0.356077502,2.894633344,35.26,HFSS,3.6,0.175,2.240563,-18.28939194,-1.530761219,Nylon fabric,,,,,,,,,
600,36.11232491,63.74605737,47.18585193,0.365462264,5.847487362,35.89,HFSS,3.6,1.5,2.201233,-14.28818873,-0.564706372,Nylon fabric,,,,,,,,,
601,39.42065052,32.86936029,32.12364248,0.723266756,5.867931247,31,HFSS,3.48,0.175,2.592026,-6.681709522,0.599327217,Roger 4350,,,,,,,,,
602,37.54091094,44.95629234,52.33184409,0.743852583,7.143830814,35.89,HFSS,3.48,1.5,2.238864,-5.989231305,-0.248980229,Roger 4350,,,,,,,,,
603,28.25942612,43.74465297,34.48707944,0.075189955,6.127293592,35.26,HFSS,3.48,0.175,2.278866,-14.99708745,-1.405483411,Roger 4350,,,,,,,,,
604,26.93571213,54.99835686,35.16839231,0.495354825,8.542454254,35.89,HFSS,3.48,1.5,2.238864,-6.550800745,-1.690743676,Roger 4350,,,,,,,,,
605,38.12940809,59.07526662,44.40607779,0.500970552,9.399862577,35.89,HFSS,3.48,1.5,2.238864,-28.19274684,-0.181427661,Roger 4350,,,,,,,,,
606,47.24893909,46.41065266,52.65536776,1.126509145,7.698881212,40.47,HFSS,3.48,1.58,1.985491,-16.06855765,0.228294858,Roger 4350,,,,,,,,,
607,46.68631728,53.1431268,39.25127536,1.288918069,8.876675007,40.47,HFSS,3.48,1.58,1.985491,-9.748913726,0.176270415,Roger 4350,,,,,,,,,
608,36.97631781,45.49256831,36.93070306,0.120926763,5.754763673,35.26,HFSS,3.48,0.175,2.278866,-26.72618423,-0.237880183,Roger 4350,,,,,,,,,
609,54.64425513,72.25555005,54.79463593,0.512152039,2.273437695,35.26,HFSS,3.48,0.175,2.278866,-14.8231674,1.458328311,Roger 4350,,,,,,,,,
610,20.37438098,50.37349864,45.0209711,0.75132133,6.184625233,31,HFSS,3.48,0.175,2.592026,-19.0042998,-2.267066423,Roger 4350,,,,,,,,,
611,24.80407516,36.96365634,38.12390767,0.753750392,3.377248202,31,HFSS,3.48,0.175,2.592026,-28.27618806,-1.412680265,Roger 4350,,,,,,,,,
612,26.4157795,42.44009483,36.27436791,0.122373957,3.899658333,35.26,HFSS,3.48,0.175,2.278866,-14.9965772,-1.698482485,Roger 4350,,,,,,,,,
613,36.5399776,44.99513689,37.27173005,0.105667198,4.978780866,35.26,HFSS,3.48,0.175,2.278866,-9.381701903,-0.289434024,Roger 4350,,,,,,,,,
614,42.90675433,60.67970942,52.3007796,0.246776251,8.727486726,35.89,HFSS,3.48,1.5,2.238864,-28.69371489,0.331228341,Roger 4350,,,,,,,,,
615,48.71858783,47.65047393,54.49576377,1.062597095,7.296865622,40.47,HFSS,3.48,1.58,1.985491,-8.410266648,0.361321156,Roger 4350,,,,,,,,,
616,27.14905726,70.24762234,37.91477261,0.356916895,2.952091078,35.26,HFSS,3.48,0.175,2.278866,-14.95689989,-1.579569257,Roger 4350,,,,,,,,,
617,42.09354213,59.10951642,49.23772335,0.650756393,6.079698051,35.89,HFSS,3.48,1.5,2.238864,-16.99768453,0.248126432,Roger 4350,,,,,,,,,
618,20.968098,44.04762666,39.14239275,0.127897675,7.724745851,35.26,HFSS,3.48,0.175,2.278866,-26.22838692,-2.701526414,Roger 4350,,,,,,,,,
619,30.86152134,37.31412982,43.80940964,0.367136682,5.463054837,31,HFSS,3.48,0.175,2.592026,-17.55351144,-0.463737341,Roger 4350,,,,,,,,,
620,27.8960581,47.00488319,51.6938541,0.761736341,7.790760246,35.89,HFSS,3.48,1.5,2.238864,-28.05700791,-1.538599907,Roger 4350,,,,,,,,,
621,32.18890394,38.34046428,47.80199611,0.51435637,8.591217496,35.89,HFSS,3.48,1.5,2.238864,-22.8318312,-0.916966408,Roger 4350,,,,,,,,,
622,23.93652511,45.96922557,43.81955125,0.253385529,4.106183424,31,HFSS,3.48,0.175,2.592026,-15.02992918,-1.567299615,Roger 4350,,,,,,,,,
623,26.80726771,46.12316657,36.59929711,0.060670063,5.090344958,35.26,HFSS,3.48,0.175,2.278866,-21.23869496,-1.634591278,Roger 4350,,,,,,,,,
624,26.42954149,45.81708243,35.88666053,0.105025349,7.77966121,35.26,HFSS,3.48,0.175,2.278866,-15.653112,-1.696220503,Roger 4350,,,,,,,,,
625,27.15100629,33.69227027,47.44319339,0.630635653,4.503819649,35.26,HFSS,3.48,0.175,2.278866,-7.148736331,-1.579257489,Roger 4350,,,,,,,,,
626,42.94586185,64.07445076,52.19501113,0.248259667,8.918395943,35.89,HFSS,3.48,1.5,2.238864,-24.64039846,0.335184931,Roger 4350,,,,,,,,,
627,21.50283431,50.71827909,48.93529169,0.259384205,6.247110348,35.89,HFSS,3.48,1.5,2.238864,-22.19673377,-2.669071211,Roger 4350,,,,,,,,,
628,43.32527252,45.89260234,46.11726534,0.774425166,6.253123623,35.89,HFSS,3.48,1.5,2.238864,-13.3315503,0.373384736,Roger 4350,,,,,,,,,
629,38.26470825,55.59162544,48.40752735,0.246229472,7.265061437,35.89,HFSS,3.48,1.5,2.238864,-16.61512858,-0.166044232,Roger 4350,,,,,,,,,
630,37.79587393,55.09478968,48.92441674,0.244366745,7.257893868,35.89,HFSS,3.48,1.5,2.238864,-13.87508182,-0.219584378,Roger 4350,,,,,,,,,
631,17.85841344,69.34449614,60.686884,0.776307545,4.471263554,35.26,HFSS,3.48,0.175,2.278866,-19.9722482,-3.398688061,Roger 4350,,,,,,,,,
632,30.57291696,31.37178785,39.2556014,0.242850332,4.770047236,31,HFSS,3.48,0.175,2.592026,-13.69505269,-0.504541884,Roger 4350,,,,,,,,,
633,29.51180161,50.62248,43.73087293,0.945881092,8.622989513,40.47,HFSS,3.48,1.58,1.985491,-23.34222531,-1.815668529,Roger 4350,,,,,,,,,
634,31.60738869,42.99036675,36.65450853,0.0614787,6.096363575,35.26,HFSS,3.48,0.175,2.278866,-15.62102784,-0.919230621,Roger 4350,,,,,,,,,
635,40.53632311,24.98738984,40.97284998,0.64349663,4.909449347,31,HFSS,3.48,0.175,2.592026,-29.61459342,0.720532879,Roger 4350,,,,,,,,,
636,58.41500101,72.12352126,52.05680933,0.476221591,2.18104225,35.26,HFSS,3.48,0.175,2.278866,-22.30961846,1.748127093,Roger 4350,,,,,,,,,
637,18.50282887,33.34841649,44.66850651,0.353694834,2.208809113,35.26,HFSS,3.48,0.175,2.278866,-11.75396341,-3.244735471,Roger 4350,,,,,,,,,
638,42.56310061,45.65018435,41.53684807,0.593997288,6.955988673,35.89,HFSS,3.48,1.5,2.238864,-6.793130912,0.29630428,Roger 4350,,,,,,,,,
639,37.15142255,60.16474281,45.87165762,1.081439176,4.955187654,40.47,HFSS,3.48,1.58,1.985491,-20.27450337,-0.815871278,Roger 4350,,,,,,,,,
640,21.26669972,46.62518583,38.88254653,0.127236082,8.032791236,35.26,HFSS,3.48,0.175,2.278866,-26.94443718,-2.640115801,Roger 4350,,,,,,,,,
641,26.83028769,44.70096504,36.5303521,0.120053218,4.182920772,35.26,HFSS,3.48,0.175,2.278866,-7.937567633,-1.630863498,Roger 4350,,,,,,,,,
642,37.35977938,49.94067616,53.08333495,0.589588874,7.851397698,35.89,HFSS,3.48,1.5,2.238864,-12.70102977,-0.269985267,Roger 4350,,,,,,,,,
643,41.66482028,45.4976087,36.84767452,0.074729024,4.132605764,35.26,HFSS,3.48,0.175,2.278866,-27.45920042,0.280578336,Roger 4350,,,,,,,,,
644,41.1618925,57.34064531,47.67977591,0.591646446,5.930285502,35.89,HFSS,3.48,1.5,2.238864,-25.76066649,0.150925046,Roger 4350,,,,,,,,,
645,25.28786251,45.45733333,43.05527446,0.255365917,4.236243361,31,HFSS,3.48,0.175,2.592026,-10.05661822,-1.328789436,Roger 4350,,,,,,,,,
646,37.142516,48.01435824,48.39393399,1.225800558,6.291574772,40.47,HFSS,3.48,1.58,1.985491,-17.19614104,-0.816912565,Roger 4350,,,,,,,,,
647,35.52520653,52.75746085,47.34851595,0.623836401,7.178791601,40.47,HFSS,3.48,1.58,1.985491,-22.76884167,-1.010259643,Roger 4350,,,,,,,,,
648,35.78007093,52.55293337,47.25180672,0.597915007,7.327391862,40.47,HFSS,3.48,1.58,1.985491,-27.05205663,-0.979213784,Roger 4350,,,,,,,,,
649,43.86281047,53.12459403,46.75888643,0.781832814,9.362527104,35.89,HFSS,3.48,1.5,2.238864,-9.323397647,0.426936257,Roger 4350,,,,,,,,,
650,44.74413239,44.04042583,44.81637886,0.639443105,6.561171535,35.89,HFSS,3.48,1.5,2.238864,-26.72021315,0.513332618,Roger 4350,,,,,,,,,
651,36.56246581,44.52320274,37.17666868,0.098171412,3.957963375,35.26,HFSS,3.48,0.175,2.278866,-28.23982503,-0.286762019,Roger 4350,,,,,,,,,
652,23.19829838,51.9885243,47.07045957,0.940079163,7.588427231,40.47,HFSS,3.48,1.58,1.985491,-24.28157092,-2.861064455,Roger 4350,,,,,,,,,
653,35.96829926,50.47490232,48.45565253,0.613228722,7.544009827,40.47,HFSS,3.48,1.58,1.985491,-11.69770438,-0.956426727,Roger 4350,,,,,,,,,
654,23.05165887,53.44419771,48.57901603,0.245328345,6.215695124,35.89,HFSS,3.48,1.5,2.238864,-16.16871962,-2.367006455,Roger 4350,,,,,,,,,
655,31.97974771,46.35559675,51.25392898,0.47504391,6.220085461,35.89,HFSS,3.48,1.5,2.238864,-24.01448185,-0.945277963,Roger 4350,,,,,,,,,
656,44.08350127,60.95704684,54.44473542,0.243817692,9.265695327,35.89,HFSS,3.48,1.5,2.238864,-6.558060917,0.448732509,Roger 4350,,,,,,,,,
657,22.40893595,53.72126439,50.14548194,0.258975389,5.744036994,35.89,HFSS,3.48,1.5,2.238864,-14.35634805,-2.489815943,Roger 4350,,,,,,,,,
658,30.61832643,51.08852059,46.33819253,1.129190968,9.82810629,40.47,HFSS,3.48,1.58,1.985491,-7.091284899,-1.655811267,Roger 4350,,,,,,,,,
659,43.56886152,64.66283393,53.6008616,0.241562327,8.925471628,35.89,HFSS,3.48,1.5,2.238864,-10.05987771,0.397733822,Roger 4350,,,,,,,,,
660,20.99157589,46.39758652,37.95087517,0.090743291,6.063131905,35.26,HFSS,3.48,0.175,2.278866,-9.101190504,-2.696666359,Roger 4350,,,,,,,,,
661,43.55545836,43.77470343,46.01118394,0.25545833,8.426609436,35.89,HFSS,3.48,1.5,2.238864,-5.512344598,0.396397589,Roger 4350,,,,,,,,,
662,34.30092561,40.4946,48.31505594,0.596664775,8.59736529,35.89,HFSS,3.48,1.5,2.238864,-7.795462628,-0.6409699,Roger 4350,,,,,,,,,
663,34.59022672,55.05570225,42.31297936,0.256224693,7.205657379,35.89,HFSS,3.48,1.5,2.238864,-28.96898157,-0.604494209,Roger 4350,,,,,,,,,
664,35.85176324,38.79566864,47.74835329,0.254217338,6.428156447,35.89,HFSS,3.48,1.5,2.238864,-17.72175987,-0.448923098,Roger 4350,,,,,,,,,
665,28.97140685,50.54049326,34.24225495,0.64565839,3.160234725,31,HFSS,3.48,0.175,2.592026,-20.51621325,-0.7382148,Roger 4350,,,,,,,,,
666,23.03904538,45.39827852,42.76981888,0.384678881,9.182979487,35.89,HFSS,3.48,1.5,2.238864,-26.99809013,-2.369383493,Roger 4350,,,,,,,,,
667,37.61390398,45.88235776,49.72045336,0.75847255,7.590387461,35.89,HFSS,3.48,1.5,2.238864,-5.023672049,-0.24054418,Roger 4350,,,,,,,,,
668,36.9940743,50.02394713,52.60560423,0.625949878,8.471515279,35.89,HFSS,3.48,1.5,2.238864,-21.75507272,-0.312706651,Roger 4350,,,,,,,,,
669,44.4078931,44.24596854,34.98633139,0.770173702,5.906197287,35.89,HFSS,3.48,1.5,2.238864,-20.11342517,0.480573393,Roger 4350,,,,,,,,,
670,25.80697968,42.2570792,38.49168456,0.131112263,3.924360376,35.26,HFSS,3.48,0.175,2.278866,-10.07587352,-1.799744993,Roger 4350,,,,,,,,,
671,38.23932494,58.12255066,44.1128907,0.626003593,5.977428619,35.89,HFSS,3.48,1.5,2.238864,-21.49874903,-0.168926128,Roger 4350,,,,,,,,,
672,45.99597955,48.79975173,40.21211124,0.618914896,2.164812961,35.26,HFSS,3.48,0.175,2.278866,-28.88661914,0.71008193,Roger 4350,,,,,,,,,
673,28.40097988,44.82137704,38.71290003,0.0611222,5.155416703,35.26,HFSS,3.48,0.175,2.278866,-14.47796281,-1.38378355,Roger 4350,,,,,,,,,
674,44.40246092,63.70675464,54.01591223,0.253321014,8.91582835,35.89,HFSS,3.48,1.5,2.238864,-21.66796694,0.480042111,Roger 4350,,,,,,,,,
675,29.44113676,62.55421511,41.56947284,0.771811129,7.071349265,40.47,HFSS,3.48,1.58,1.985491,-5.805104455,-1.82608001,Roger 4350,,,,,,,,,
676,23.47476095,53.26645507,47.76227431,0.909827187,7.279139293,40.47,HFSS,3.48,1.58,1.985491,-14.4195175,-2.809613971,Roger 4350,,,,,,,,,
677,44.81255547,53.74738629,46.990204,0.475142841,7.64562363,35.89,HFSS,3.48,1.5,2.238864,-9.908322561,0.51996881,Roger 4350,,,,,,,,,
678,44.9384226,44.98228026,39.78361938,0.649784918,2.374311802,35.26,HFSS,3.48,0.175,2.278866,-12.23934173,0.609061448,Roger 4350,,,,,,,,,
679,46.83728351,59.83832969,51.55052564,0.384434256,8.253083965,35.89,HFSS,3.48,1.5,2.238864,-23.974941,0.711888691,Roger 4350,,,,,,,,,
680,41.28944384,47.12341639,49.1770919,0.766235027,10.28664049,40.47,HFSS,3.48,1.58,1.985491,-18.89218396,-0.357235426,Roger 4350,,,,,,,,,
681,27.76049885,43.80890049,37.6544661,0.11135459,8.29365687,35.26,HFSS,3.48,0.175,2.278866,-21.5013758,-1.482844132,Roger 4350,,,,,,,,,
682,30.96315785,24.9269865,38.89815142,0.726416418,3.897510508,31,HFSS,3.48,0.175,2.592026,-6.396565743,-0.449458183,Roger 4350,,,,,,,,,
683,33.83810875,38.36475056,30.95198422,0.603836992,4.058862296,31,HFSS,3.48,0.175,2.592026,-11.88053141,-0.063849832,Roger 4350,,,,,,,,,
684,58.03198564,23.58448392,58.06196762,0.644460629,3.165089647,35.26,HFSS,3.48,0.175,2.278866,-25.15955815,1.719557516,Roger 4350,,,,,,,,,
685,18.88292024,43.91046452,40.60316664,0.60566978,5.701543836,31,HFSS,3.48,0.175,2.592026,-8.995268184,-2.597219063,Roger 4350,,,,,,,,,
686,38.70011508,54.32358601,45.19567308,0.593006125,6.069376525,35.89,HFSS,3.48,1.5,2.238864,-28.35273602,-0.116905732,Roger 4350,,,,,,,,,
687,23.2959011,65.55351658,35.51738103,0.595903364,7.248371499,35.89,HFSS,3.48,1.5,2.238864,-5.150476504,-2.321233157,Roger 4350,,,,,,,,,
688,35.87977903,50.91197711,48.87734148,0.608394402,7.111279047,40.47,HFSS,3.48,1.58,1.985491,-7.380038561,-0.967128159,Roger 4350,,,,,,,,,
689,54.24999179,69.30258697,56.25082973,0.480282816,2.213484084,35.26,HFSS,3.48,0.175,2.278866,-24.64059631,1.426879975,Roger 4350,,,,,,,,,
690,21.61767354,41.7498838,40.51437022,0.496061137,7.817950475,35.89,HFSS,3.48,1.5,2.238864,-9.725458796,-2.645938755,Roger 4350,,,,,,,,,
691,23.15392927,54.8528807,46.7255248,0.940822935,7.574210396,40.47,HFSS,3.48,1.58,1.985491,-6.030100787,-2.869378734,Roger 4350,,,,,,,,,
